Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
Grasshopper Club Zurich,Home,25',Goal,Tsiy Ndenge,Header,,,4089731
FC St. Gallen 1879,Away,72',Goal,Betim Fazliji,Right-footed shot,Julian Von Moos,,4089731
Grasshopper Club Zurich,Home,46',Substitution,Awer Mabil,Tactical,,Filipe de Carvalho,4089731
FC St. Gallen 1879,Away,65',Substitution,Fabian Schubert,Tactical,,Willem Geubbels,4089731
Grasshopper Club Zurich,Home,68',Substitution,Bradley Fink,Tactical,,Dorian Babunski,4089731
FC St. Gallen 1879,Away,78',Substitution,Felix Mambimbi,Tactical,,Chadrac Akolo,4089731
Grasshopper Club Zurich,Home,78',Substitution,Meritan Shabani,Tactical,,Theo Corbeanu,4089731
FC St. Gallen 1879,Away,84',Substitution,Chima Okoroji,Injury,,Isaac Schmidt,4089731
Grasshopper Club Zurich,Home,84',Substitution,Joshua Laws,Tactical,,Tsiy Ndenge,4089731
Grasshopper Club Zurich,Home,84',Substitution,Maksim Paskotsi,Tactical,,Théo Ndicka Matam,4089731
Grasshopper Club Zurich,Home,34',Yellow Card,Tsiy Ndenge,Foul,,,4089731
FC St. Gallen 1879,Away,76',Yellow Card,Julian Von Moos,Unsporting behaviour,,,4089731
Grasshopper Club Zurich,Home,76',Yellow Card,Dirk Abels,Unsporting behaviour,,,4089731
Yverdon Sport FC,Home,12',Goal,Varol Tasar,Left-footed shot,,,4089732
FC Basel 1893,Away,27',Goal,Maurice Malone,Left-footed shot,Djordje Jovanovic,,4089732
Yverdon Sport FC,Home,47',Goal,Liziero,Header,Christopher Lungoyi,,4089732
Yverdon Sport FC,Home,80',Goal,Aimen Mahious,Header,Mauro Rodrigues,,4089732
FC Basel 1893,Away,87',Goal,Jean-Kévin Augustin,Penalty,,,4089732
FC Basel 1893,Away,46',Substitution,Jonathan Dubasin,Tactical,,Maurice Malone,4089732
FC Basel 1893,Away,62',Substitution,Taulant Xhaka,Tactical,,Fabian Frei,4089732
FC Basel 1893,Away,62',Substitution,Thierno Barry,Tactical,,Juan Carlos Gauto,4089732
Yverdon Sport FC,Home,70',Substitution,Néhemie Lusuena,Injury,,Liziero,4089732
Yverdon Sport FC,Home,70',Substitution,Mauro Rodrigues,Injury,,Varol Tasar,4089732
FC Basel 1893,Away,72',Substitution,Jean-Kévin Augustin,Tactical,,Yusuf Demir,4089732
Yverdon Sport FC,Home,77',Substitution,Dominic Corness,Tactical,,Haithem Loucif,4089732
Yverdon Sport FC,Home,77',Substitution,Brian Beyer,Tactical,,Christopher Lungoyi,4089732
FC Basel 1893,Away,81',Substitution,Leon Avdullahu,Tactical,,Arnau Comas,4089732
Yverdon Sport FC,Home,88',Substitution,Kevin Carlos,Tactical,,Aimen Mahious,4089732
Yverdon Sport FC,Home,20',Yellow Card,Aimen Mahious,Foul,,,4089732
Yverdon Sport FC,Home,21',Yellow Card,Haithem Loucif,Time wasting,,,4089732
FC Basel 1893,Away,36',Yellow Card,Yusuf Demir,Foul,,,4089732
FC Basel 1893,Away,39',Yellow Card,Mohamed Dräger,Foul,,,4089732
Yverdon Sport FC,Home,76',Yellow Card,Brian Beyer,Unsporting behaviour,,,4089732
Yverdon Sport FC,Home,82',Yellow Card,Dominic Corness,Time wasting,,,4089732
Yverdon Sport FC,Home,90',Yellow Card,Mauro Rodrigues,Time wasting,,,4089732
FC Luzern,Home,7',Goal,Bendegúz Bolla,Bendegúz Bolla,,,4089733
FC Luzern,Home,18',Goal,Max Meyer,Right-footed shot,Teddy Okou,,4089733
FC Luzern,Home,34',Substitution,Mauricio Willimann,Injury,,Luca Jaquez,4089733
FC Luzern,Home,63',Substitution,Kemal Ademi,Tactical,,Lars Villiger,4089733
FC Luzern,Home,63',Substitution,Kevin Spadanuda,Tactical,,Max Meyer,4089733
FC Luzern,Home,63',Substitution,Severin Ottiger,Tactical,,Martin Frydek,4089733
Servette FC,Away,74',Substitution,Chris Bedia,Tactical,,Steve Rouiller,4089733
FC Luzern,Home,80',Substitution,Sofyan Chader,Tactical,,Teddy Okou,4089733
Servette FC,Away,81',Substitution,Ronny Rodelin,Tactical,,Alexis Antunes,4089733
Servette FC,Away,88',Substitution,Jérémy Guillemenot,Tactical,,Enzo Crivelli,4089733
Servette FC,Away,90',Yellow Card,Chris Bedia,Dissent,,,4089733
BSC Young Boys,Home,19',Goal,Jean-Pierre Nsame,Right-footed shot,Darian Males,,4089734
BSC Young Boys,Home,32',Goal,Joël Monteiro,Right-footed shot,Ulisses Garcia,,4089734
BSC Young Boys,Home,37',Goal,Jean-Pierre Nsame,Right-footed shot,Meschack Elia,,4089734
BSC Young Boys,Home,57',Goal,Fabian Lustenberger,Right-footed shot,Ebrima Colley,,4089734
FC Lugano,Away,80',Goal,Yanis Cimignani,Left-footed shot,,,4089734
FC Lugano,Away,22',Substitution,Ayman El Wafi,Injury,,Allan Arigoni,4089734
BSC Young Boys,Home,46',Substitution,Ebrima Colley,Tactical,,Joël Monteiro,4089734
FC Lugano,Away,46',Substitution,Jonathan Sabbatini,Tactical,,Uran Bislimi,4089734
FC Lugano,Away,62',Substitution,Roman Macek,Tactical,,Anto Grgic,4089734
FC Lugano,Away,62',Substitution,Zan Celar,Tactical,,Shkelqim Vladi,4089734
FC Lugano,Away,62',Substitution,Yanis Cimignani,Tactical,,Renato Steffen,4089734
BSC Young Boys,Home,65',Substitution,Silvere Ganvoula,Tactical,,Meschack Elia,4089734
BSC Young Boys,Home,65',Substitution,Lukasz Lakomy,Tactical,,Filip Ugrinic,4089734
BSC Young Boys,Home,71',Substitution,Sandro Lauper,Injury,,Aurèle Amenda,4089734
BSC Young Boys,Home,79',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,4089734
FC Lugano,Away,9',Yellow Card,Jhon Espinoza,Foul,,,4089734
FC Lugano,Away,66',Yellow Card,Albian Hajdari,Foul,,,4089734
BSC Young Boys,Home,90',Yellow Card,Saidy Janko,Foul,,,4089734
FC Zürich,Home,37',Goal,Bledian Krasniqi,Right-footed shot,Rodrigo Conceição,,4089735
FC Zürich,Home,73',Goal,Antonio Marchesano,Right-footed shot,Fabian Rohner,,4089735
Grasshopper Club Zurich,Away,90',Goal,Selmin Hodza,Selmin Hodza,,,4089735
Grasshopper Club Zurich,Away,59',Substitution,Pascal Schürpf,Tactical,,Filipe de Carvalho,4089735
Grasshopper Club Zurich,Away,59',Substitution,Francis Momoh,Tactical,,Giotto Morandi,4089735
FC Zürich,Home,66',Substitution,Silvan Wallner,Tactical,,Fabio Daprelà,4089735
FC Zürich,Home,71',Substitution,Antonio Marchesano,Tactical,,Daniel Afriyie,4089735
FC Zürich,Home,71',Substitution,Fabian Rohner,Tactical,,Bledian Krasniqi,4089735
Grasshopper Club Zurich,Away,72',Substitution,Maksim Paskotsi,Tactical,,Théo Ndicka Matam,4089735
Grasshopper Club Zurich,Away,77',Substitution,Awer Mabil,Tactical,,Theo Corbeanu,4089735
Grasshopper Club Zurich,Away,77',Substitution,Joshua Laws,Tactical,,Amir Abrashi,4089735
FC Zürich,Home,87',Substitution,Armstrong Oko-Flex,Tactical,,Jonathan Okita,4089735
FC Zürich,Home,87',Substitution,Selmin Hodza,Tactical,,Rodrigo Conceição,4089735
FC Zürich,Home,6',Yellow Card,Cheick Condé,Foul,,,4089735
Grasshopper Club Zurich,Away,23',Yellow Card,Filipe de Carvalho,Foul,,,4089735
Grasshopper Club Zurich,Away,27',Yellow Card,Amir Abrashi,Foul,,,4089735
FC Zürich,Home,44',Yellow Card,Jonathan Okita,Unsporting behaviour,,,4089735
Grasshopper Club Zurich,Away,58',Yellow Card,Kristers Tobers,Foul,,,4089735
FC Zürich,Home,60',Yellow Card,Lindrit Kamberi,Mass confrontation,,,4089735
Grasshopper Club Zurich,Away,60',Yellow Card,Theo Corbeanu,Mass confrontation,,,4089735
Grasshopper Club Zurich,Away,70',Yellow Card,Théo Ndicka Matam,Dissent,,,4089735
FC Lugano,Home,34',Goal,Zan Celar,Header,Roman Macek,,4089736
FC Lausanne-Sport,Away,48',Goal,Alvyn Sanches,Right-footed shot,,,4089736
FC Lugano,Home,73',Goal,Yanis Cimignani,Left-footed shot,Uran Bislimi,,4089736
FC Lugano,Home,52',Substitution,Albian Hajdari,Tactical,,Lukas Mai,4089736
FC Lugano,Home,62',Substitution,Anto Grgic,Tactical,,Jonathan Sabbatini,4089736
FC Lugano,Home,62',Substitution,Uran Bislimi,Tactical,,Ignacio Aliseda,4089736
FC Lugano,Home,62',Substitution,Yanis Cimignani,Tactical,,Renato Steffen,4089736
FC Lausanne-Sport,Away,67',Substitution,Kaly Sène,Tactical,,Brighton Labeau,4089736
FC Lausanne-Sport,Away,67',Substitution,Rares Ilie,Tactical,,Fousseni Diabaté,4089736
FC Lausanne-Sport,Away,77',Substitution,Stjepan Kukuruzovic,Tactical,,Dominik Schwizer,4089736
FC Lausanne-Sport,Away,77',Substitution,Samuel Kalu,Tactical,,Olivier Custodio,4089736
FC Lugano,Home,77',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Roman Macek,4089736
FC Lausanne-Sport,Away,87',Substitution,Trae Coyle,Tactical,,Antoine Bernede,4089736
FC Lausanne-Sport,Away,23',Yellow Card,Anel Husic,Foul,,,4089736
FC Lausanne-Sport,Away,37',Yellow Card,Noë Dussenne,Foul,,,4089736
FC Lausanne-Sport,Away,60',Yellow Card,Alvyn Sanches,Diving,,,4089736
FC Winterthur,Away,45',Goal,Roman Buess,Penalty,,,4089737
Servette FC,Home,54',Goal,Chris Bedia,Left-footed shot,Gaël Ondoua,,4089737
Servette FC,Home,82',Goal,Miroslav Stevanovic,Header,Bendegúz Bolla,,4089737
FC Winterthur,Away,89',Goal,Yoan Severin,Yoan Severin,,,4089737
FC Winterthur,Away,60',Substitution,Samuel Ballet,Tactical,,Samir Ramizi,4089737
FC Winterthur,Away,60',Substitution,Sayfallah Ltaief,Tactical,,Nishan Burkart,4089737
Servette FC,Home,76',Substitution,Jérémy Guillemenot,Tactical,,Dereck Kutesa,4089737
Servette FC,Home,85',Substitution,David Douline,Tactical,,Enzo Crivelli,4089737
FC Winterthur,Away,86',Substitution,Aldin Turkes,Tactical,,Roman Buess,4089737
FC Winterthur,Away,86',Substitution,Matteo Di Giusto,Tactical,,Randy Schneider,4089737
FC Winterthur,Away,90',Substitution,Adrian Gantenbein,Tactical,,Silvan Sidler,4089737
Servette FC,Home,90',Substitution,Ronny Rodelin,Tactical,,Bradley Mazikou,4089737
FC Winterthur,Away,43',Yellow Card,Musa Araz,Foul,,,4089737
Servette FC,Home,49',Yellow Card,Chris Bedia,Foul,,,4089737
FC Winterthur,Away,69',Yellow Card,Roman Buess,Foul,,,4089737
Servette FC,Home,79',Yellow Card,Yoan Severin,Dissent,,,4089737
Servette FC,Home,89',Yellow Card,Bradley Mazikou,Dissent,,,4089737
FC Winterthur,Away,90',Yellow Card,Basil Stillhart,Foul,,,4089737
BSC Young Boys,Away,69',Goal,Meschack Elia,Right-footed shot,Ulisses Garcia,,4089738
FC St. Gallen 1879,Home,72',Goal,Fabian Schubert,Counter attack goal,Julian Von Moos,,4089738
FC St. Gallen 1879,Home,75',Goal,Mihailo Stevanovic,Right-footed shot,,,4089738
FC St. Gallen 1879,Home,61',Substitution,Fabian Schubert,Tactical,,Willem Geubbels,4089738
FC St. Gallen 1879,Home,61',Substitution,Mihailo Stevanovic,Tactical,,Bastien Toma,4089738
BSC Young Boys,Away,61',Substitution,Ulisses Garcia,Tactical,,Noah Persson,4089738
BSC Young Boys,Away,61',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,4089738
BSC Young Boys,Away,61',Substitution,Silvere Ganvoula,Tactical,,Ebrima Colley,4089738
FC St. Gallen 1879,Home,80',Substitution,Felix Mambimbi,Tactical,,Julian Von Moos,4089738
BSC Young Boys,Away,81',Substitution,Lukasz Lakomy,Tactical,,Filip Ugrinic,4089738
FC St. Gallen 1879,Home,84',Substitution,Grégory Karlen,Injury,,Betim Fazliji,4089738
FC St. Gallen 1879,Home,84',Substitution,Chima Okoroji,Tactical,,Isaac Schmidt,4089738
BSC Young Boys,Away,85',Substitution,Donat Rrudhani,Tactical,,Darian Males,4089738
FC St. Gallen 1879,Home,57',Yellow Card,Mattia Zanotti,Dissent,,,4089738
FC St. Gallen 1879,Home,59',Yellow Card,Bastien Toma,Foul,,,4089738
BSC Young Boys,Away,80',Yellow Card,Mohamed Camara,Dissent,,,4089738
FC St. Gallen 1879,Home,90',Yellow Card,Mihailo Stevanovic,Time wasting,,,4089738
BSC Young Boys,Away,90',Yellow Card,Saidy Janko,Unsporting behaviour,,,4089738
FC Basel 1893,Home,60',Goal,Djordje Jovanovic,Header,Taulant Xhaka,,4089739
FC Luzern,Away,81',Goal,Ardon Jashari,Left-footed shot,Kemal Ademi,,4089739
FC Luzern,Away,68',Substitution,Kemal Ademi,Tactical,,Lars Villiger,4089739
FC Luzern,Away,68',Substitution,Kevin Spadanuda,Tactical,,Teddy Okou,4089739
FC Luzern,Away,68',Substitution,Jakub Kadák,Tactical,,Max Meyer,4089739
FC Basel 1893,Home,70',Substitution,Kevin Rüegg,Tactical,,Dominik Schmid,4089739
FC Basel 1893,Home,70',Substitution,Jonathan Dubasin,Tactical,,Yusuf Demir,4089739
FC Luzern,Away,75',Substitution,Sofyan Chader,Tactical,,Nicky Beloko,4089739
FC Basel 1893,Home,80',Substitution,Michael Lang,Tactical,,Mohamed Dräger,4089739
FC Basel 1893,Home,80',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,4089739
FC Luzern,Away,84',Substitution,Severin Ottiger,Tactical,,Martin Frydek,4089739
FC Basel 1893,Home,87',Substitution,Gabriel Sigua,Tactical,,Thierno Barry,4089739
FC Basel 1893,Home,25',Yellow Card,Finn van Breemen,Foul,,,4089739
FC Luzern,Away,90',Yellow Card,Ismajl Beka,Dissent,,,4089739
Yverdon Sport FC,Away,47',Goal,Varol Tasar,Right-footed shot,Liziero,,4089740
FC Stade-Lausanne-Ouchy,Home,81',Goal,Sahmkou Camara,Header,Ismaël Gharbi,,4089740
Yverdon Sport FC,Away,61',Substitution,Néhemie Lusuena,Tactical,,Liziero,4089740
FC Stade-Lausanne-Ouchy,Home,61',Substitution,Emmanuel Essiam,Tactical,,Valon Hamdiu,4089740
FC Stade-Lausanne-Ouchy,Home,64',Substitution,Alban Ajdini,Tactical,,Elies Mahmoud,4089740
FC Stade-Lausanne-Ouchy,Home,75',Substitution,Nathan Garcia,Tactical,,Mergim Qarri,4089740
FC Stade-Lausanne-Ouchy,Home,75',Substitution,Mohamed Abdallah,Tactical,,Linus Obexer,4089740
FC Stade-Lausanne-Ouchy,Home,75',Substitution,Rayan Kadima,Tactical,,Lamine Gassama,4089740
Yverdon Sport FC,Away,76',Substitution,Mauro Rodrigues,Tactical,,Varol Tasar,4089740
Yverdon Sport FC,Away,76',Substitution,Brian Beyer,Tactical,,Christopher Lungoyi,4089740
Yverdon Sport FC,Away,76',Substitution,Kevin Carlos,Tactical,,Aimen Mahious,4089740
Yverdon Sport FC,Away,23',Yellow Card,Boris Céspedes,Foul,,,4089740
FC Stade-Lausanne-Ouchy,Home,33',Yellow Card,Valon Hamdiu,Foul,,,4089740
FC Stade-Lausanne-Ouchy,Home,34',Yellow Card,Mergim Qarri,Foul,,,4089740
Yverdon Sport FC,Away,40',Yellow Card,Christopher Lungoyi,Diving,,,4089740
Yverdon Sport FC,Away,42',Yellow Card,Mohamed Tijani,Foul,,,4089740
Yverdon Sport FC,Away,50',Yellow Card,Dario Del Fabro,Foul,,,4089740
Yverdon Sport FC,Away,69',Yellow Card,Aimen Mahious,Foul,,,4089740
FC Stade-Lausanne-Ouchy,Home,78',Yellow Card,Rayan Kadima,Foul,,,4089740
FC Stade-Lausanne-Ouchy,Home,85',Yellow Card,Sahmkou Camara,Foul,,,4089740
FC Lausanne-Sport,Away,39',Goal,Alvyn Sanches,Counter attack goal,Rares Ilie,,4089741
Servette FC,Home,54',Goal,Miroslav Stevanovic,Right-footed shot,Chris Bedia,,4089741
Servette FC,Home,56',Goal,Dereck Kutesa,Right-footed shot,,,4089741
Servette FC,Home,22',Substitution,Yoan Severin,Injury,,Steve Rouiller,4089741
Servette FC,Home,44',Substitution,Nicolas Vouilloz,Injury,,Jérôme Onguéné,4089741
Servette FC,Home,46',Substitution,Dereck Kutesa,Tactical,,Timothé Cognat,4089741
Servette FC,Home,46',Substitution,Enzo Crivelli,Tactical,,Jérémy Guillemenot,4089741
FC Lausanne-Sport,Away,65',Substitution,Samuel Kalu,Tactical,,Rares Ilie,4089741
FC Lausanne-Sport,Away,65',Substitution,Jamie Roche,Tactical,,Olivier Custodio,4089741
FC Lausanne-Sport,Away,75',Substitution,Morgan Poaty,Tactical,,Anel Husic,4089741
Servette FC,Home,77',Substitution,Gaël Ondoua,Tactical,,Chris Bedia,4089741
FC Lausanne-Sport,Away,83',Substitution,Brighton Labeau,Tactical,,Fousseni Diabaté,4089741
FC Lausanne-Sport,Away,83',Substitution,Trae Coyle,Tactical,,Kaly Sène,4089741
FC Lausanne-Sport,Away,13',Yellow Card,Anel Husic,Foul,,,4089741
Servette FC,Home,18',Yellow Card,Keigo Tsunemoto,Foul,,,4089741
Servette FC,Home,41',Yellow Card,Miroslav Stevanovic,Dissent,,,4089741
Servette FC,Home,42',Yellow Card,Dereck Kutesa,Unsporting behaviour,,,4089741
FC Lausanne-Sport,Away,42',Yellow Card,Alvyn Sanches,Unsporting behaviour,,,4089741
Servette FC,Home,89',Yellow Card,Alexis Antunes,Foul,,,4089741
Servette FC,Home,90',Yellow Card,Enzo Crivelli,Foul,,,4089741
FC Lugano,Away,22',Goal,Shkelqim Vladi,Right-footed shot,Jonathan Sabbatini,,4089742
FC Winterthur,Home,68',Goal,Nishan Burkart,Header,Adrian Gantenbein,,4089742
FC Lugano,Away,70',Goal,Martim Marques,Left-footed shot,,,4089742
FC Lugano,Away,73',Goal,Mohamed Belhadj Mahmoud,Header,Renato Steffen,,4089742
FC Winterthur,Home,90',Goal,Roman Buess,Header,Randy Schneider,,4089742
FC Lugano,Away,52',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Roman Macek,4089742
FC Winterthur,Home,68',Substitution,Samir Ramizi,Tactical,,Samuel Ballet,4089742
FC Winterthur,Home,68',Substitution,Nishan Burkart,Tactical,,Sayfallah Ltaief,4089742
FC Winterthur,Home,68',Substitution,Randy Schneider,Tactical,,Matteo Di Giusto,4089742
FC Lugano,Away,72',Substitution,Mattia Bottani,Tactical,,Ignacio Aliseda,4089742
FC Lugano,Away,72',Substitution,Renato Steffen,Tactical,,Yanis Cimignani,4089742
FC Lugano,Away,72',Substitution,Zan Celar,Tactical,,Shkelqim Vladi,4089742
FC Winterthur,Home,84',Substitution,Roman Buess,Tactical,,Yannick Schmid,4089742
FC Winterthur,Home,84',Substitution,Musa Araz,Tactical,,Adrian Gantenbein,4089742
FC Lugano,Away,85',Substitution,Lukas Mai,Tactical,,Martim Marques,4089742
FC Winterthur,Home,31',Yellow Card,Basil Stillhart,Foul,,,4089742
FC Lugano,Away,33',Yellow Card,Albian Hajdari,Foul,,,4089742
FC Lugano,Away,49',Yellow Card,Roman Macek,Foul,,,4089742
FC Winterthur,Home,62',Yellow Card,Tobias Schättin,Foul,,,4089742
FC Lugano,Away,62',Yellow Card,Yanis Cimignani,Unsporting behaviour,,,4089742
FC Lugano,Away,84',Yellow Card,Renato Steffen,Foul,,,4089742
FC Winterthur,Home,85',Yellow Card,Alexandre Jankewitz,Dissent,,,4089742
FC Lugano,Away,89',Yellow Card,Jonathan Sabbatini,Foul,,,4089742
BSC Young Boys,Away,17',Goal,Cedric Itten,Right-footed shot,Ulisses Garcia,,4089743
Grasshopper Club Zurich,Home,46',Substitution,Pascal Schürpf,Tactical,,Filipe de Carvalho,4089743
Grasshopper Club Zurich,Home,46',Substitution,Awer Mabil,Tactical,,Theo Corbeanu,4089743
BSC Young Boys,Away,67',Substitution,Saidy Janko,Tactical,,Lewin Blum,4089743
BSC Young Boys,Away,67',Substitution,Joël Monteiro,Tactical,,Silvere Ganvoula,4089743
Grasshopper Club Zurich,Home,68',Substitution,Bradley Fink,Tactical,,Giotto Morandi,4089743
Grasshopper Club Zurich,Home,75',Substitution,Dion Kacuri,Tactical,,Ayumu Seko,4089743
BSC Young Boys,Away,80',Substitution,Aurèle Amenda,Tactical,,Cedric Itten,4089743
Grasshopper Club Zurich,Home,81',Substitution,Elmin Rastoder,Tactical,,Dorian Babunski,4089743
Grasshopper Club Zurich,Home,49',Yellow Card,Awer Mabil,Foul,,,4089743
BSC Young Boys,Away,64',Yellow Card,Fabian Lustenberger,Foul,,,4089743
BSC Young Boys,Away,71',Yellow Card,Saidy Janko,Foul,,,4089743
BSC Young Boys,Away,88',Yellow Card,Aurèle Amenda,Foul,,,4089743
Yverdon Sport FC,Home,28',Goal,Aimen Mahious,Left-footed shot,Anthony Sauthier,,4089744
FC St. Gallen 1879,Away,65',Substitution,Chadrac Akolo,Tactical,,Julian Von Moos,4089744
FC St. Gallen 1879,Away,65',Substitution,Nikolaj Möller,Tactical,,Fabian Schubert,4089744
FC St. Gallen 1879,Away,70',Substitution,Mihailo Stevanovic,Tactical,,Bastien Toma,4089744
FC St. Gallen 1879,Away,71',Substitution,Chima Okoroji,Injury,,Abdoulaye Diaby,4089744
Yverdon Sport FC,Home,76',Substitution,Néhemie Lusuena,Tactical,,Liziero,4089744
Yverdon Sport FC,Home,76',Substitution,Mauro Rodrigues,Tactical,,Varol Tasar,4089744
FC St. Gallen 1879,Away,84',Substitution,Felix Mambimbi,Tactical,,Betim Fazliji,4089744
Yverdon Sport FC,Home,84',Substitution,Ricardo Alves,Tactical,,Aimen Mahious,4089744
Yverdon Sport FC,Home,89',Substitution,Boris Céspedes,Tactical,,Christian Marques,4089744
Yverdon Sport FC,Home,89',Substitution,Kevin Carlos,Tactical,,Christopher Lungoyi,4089744
FC St. Gallen 1879,Away,16',Yellow Card,Mattia Zanotti,Foul,,,4089744
FC St. Gallen 1879,Away,35',Yellow Card,Bastien Toma,Foul,,,4089744
FC St. Gallen 1879,Away,44',Yellow Card,Betim Fazliji,Unsporting behaviour,,,4089744
Yverdon Sport FC,Home,55',Yellow Card,Haithem Loucif,Foul,,,4089744
Yverdon Sport FC,Home,58',Yellow Card,Varol Tasar,Foul,,,4089744
FC St. Gallen 1879,Away,90',Yellow-Red Card,Mattia Zanotti,Foul,,,4089744
FC St. Gallen 1879,Away,90',Yellow Card,Albert Vallci,Unsporting behaviour,,,4089744
FC Stade-Lausanne-Ouchy,Away,21',Goal,Alban Ajdini,Left-footed shot,,,4089745
FC Stade-Lausanne-Ouchy,Away,68',Goal,Elies Mahmoud,Left-footed shot,Mergim Qarri,,4089745
FC Stade-Lausanne-Ouchy,Away,90',Goal,Mergim Qarri,Left-footed shot,Rayan Kadima,,4089745
FC Basel 1893,Home,46',Substitution,Thierno Barry,Tactical,,Juan Carlos Gauto,4089745
FC Stade-Lausanne-Ouchy,Away,63',Substitution,Romain Bayard,Tactical,,Giovani Bamba,4089745
FC Stade-Lausanne-Ouchy,Away,64',Substitution,Rayan Kadima,Tactical,,Lamine Gassama,4089745
FC Stade-Lausanne-Ouchy,Away,64',Substitution,Elies Mahmoud,Tactical,,Ismaël Gharbi,4089745
FC Basel 1893,Home,66',Substitution,Jean-Kévin Augustin,Tactical,,Yusuf Demir,4089745
FC Basel 1893,Home,72',Substitution,Taulant Xhaka,Tactical,,Fabian Frei,4089745
FC Basel 1893,Home,72',Substitution,Gabriel Sigua,Tactical,,Maurice Malone,4089745
FC Stade-Lausanne-Ouchy,Away,72',Substitution,Florian Danho,Tactical,,Alban Ajdini,4089745
FC Stade-Lausanne-Ouchy,Away,77',Substitution,Valon Hamdiu,Tactical,,Edmond Akichi,4089745
FC Basel 1893,Home,78',Substitution,Finn van Breemen,Tactical,,Adrian Leon Barisic,4089745
FC Basel 1893,Home,33',Yellow Card,Djordje Jovanovic,Foul,,,4089745
FC Stade-Lausanne-Ouchy,Away,43',Yellow Card,Mohamed Abdallah,Foul,,,4089745
FC Stade-Lausanne-Ouchy,Away,59',Yellow Card,Giovani Bamba,Foul,,,4089745
FC Basel 1893,Home,70',Yellow Card,Jean-Kévin Augustin,Foul,,,4089745
FC Basel 1893,Home,70',Yellow Card,Renato Veiga,Foul,,,4089745
FC Stade-Lausanne-Ouchy,Away,70',Yellow Card,Mergim Qarri,Unsporting behaviour,,,4089745
FC Basel 1893,Home,90',Direct Red Card,Arnau Comas,Professional foul,,,4089745
FC Zürich,Away,15',Goal,Nikola Katic,Header,Jonathan Okita,,4089746
FC Zürich,Away,54',Goal,Antonio Marchesano,Direct free kick,,,4089746
FC Zürich,Away,66',Goal,Antonio Marchesano,Right-footed shot,Daniel Afriyie,,4089746
FC Zürich,Away,86',Goal,Armstrong Oko-Flex,Left-footed shot,,,4089746
FC Luzern,Home,90',Goal,Lars Villiger,Right-footed shot,Sofyan Chader,,4089746
FC Luzern,Home,57',Substitution,Teddy Okou,Tactical,,Jakub Kadák,4089746
FC Luzern,Home,57',Substitution,Lars Villiger,Tactical,,Nicky Beloko,4089746
FC Luzern,Home,70',Substitution,Sofyan Chader,Tactical,,Asumah Abubakar,4089746
FC Zürich,Away,76',Substitution,Fabian Rohner,Tactical,,Antonio Marchesano,4089746
FC Zürich,Away,76',Substitution,Armstrong Oko-Flex,Tactical,,Jonathan Okita,4089746
FC Luzern,Home,84',Substitution,Noah Rupp,Tactical,,Max Meyer,4089746
FC Zürich,Away,87',Substitution,Silvan Wallner,Tactical,,Lindrit Kamberi,4089746
FC Zürich,Away,88',Substitution,Selmin Hodza,Tactical,,Nikola Boranijasevic,4089746
FC Zürich,Away,90',Substitution,Ivan Santini,Tactical,,Daniel Afriyie,4089746
FC Zürich,Away,30',Yellow Card,Lindrit Kamberi,Foul,,,4089746
FC Luzern,Home,35',Yellow Card,Jakub Kadák,Foul,,,4089746
FC Luzern,Home,62',Yellow Card,Ardon Jashari,Foul,,,4089746
FC Luzern,Home,82',Yellow Card,Denis Simani,Foul,,,4089746
FC Zürich,Away,90',Yellow Card,Daniel Afriyie,Time wasting,,,4089746
Grasshopper Club Zurich,Away,17',Goal,Awer Mabil,Right-footed shot,,,4089747
Grasshopper Club Zurich,Away,68',Goal,Awer Mabil,Right-footed shot,Pascal Schürpf,,4089747
Grasshopper Club Zurich,Away,72',Goal,Dorian Babunski,Left-footed shot,Awer Mabil,,4089747
Yverdon Sport FC,Home,64',Substitution,Néhemie Lusuena,Tactical,,Liziero,4089747
Yverdon Sport FC,Home,64',Substitution,Kevin Carlos,Tactical,,Christopher Lungoyi,4089747
Yverdon Sport FC,Home,73',Substitution,Ricardo Alves,Tactical,,Haithem Loucif,4089747
Yverdon Sport FC,Home,73',Substitution,Dominic Corness,Tactical,,Varol Tasar,4089747
Grasshopper Club Zurich,Away,75',Substitution,Theo Corbeanu,Tactical,,Pascal Schürpf,4089747
Yverdon Sport FC,Home,81',Substitution,Mihael Klepac,Tactical,,Aimen Mahious,4089747
Grasshopper Club Zurich,Away,81',Substitution,Meritan Shabani,Tactical,,Awer Mabil,4089747
Grasshopper Club Zurich,Away,81',Substitution,Ayumu Seko,Tactical,,Tsiy Ndenge,4089747
Grasshopper Club Zurich,Away,90',Substitution,Maksim Paskotsi,Tactical,,Giotto Morandi,4089747
Grasshopper Club Zurich,Away,90',Substitution,Bradley Fink,Tactical,,Dorian Babunski,4089747
Yverdon Sport FC,Home,52',Yellow Card,Christopher Lungoyi,Foul,,,4089747
Grasshopper Club Zurich,Away,66',Yellow Card,Tsiy Ndenge,Foul,,,4089747
