Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
Grasshopper Club Zurich,Away,25',Substitution,Justin Hammel,Injury,,André Moreira,3840933
FC Basel 1893,Home,46',Substitution,Andy Pelmard,Tactical,,Andy Diouf,3840933
FC Basel 1893,Home,58',Substitution,Jean-Kévin Augustin,Tactical,,Andi Zeqiri,3840933
FC Basel 1893,Home,58',Substitution,Liam Millar,Tactical,,Darian Males,3840933
Grasshopper Club Zurich,Away,64',Substitution,Christian Herc,Tactical,,Georg Margreitter,3840933
Grasshopper Club Zurich,Away,64',Substitution,Petar Pusic,Tactical,,Amir Abrashi,3840933
Grasshopper Club Zurich,Away,64',Substitution,Filipe de Carvalho,Tactical,,Renat Dadashov,3840933
Grasshopper Club Zurich,Away,73',Substitution,Noah Loosli,Tactical,,Giotto Morandi,3840933
FC Basel 1893,Home,77',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840933
FC Basel 1893,Home,77',Substitution,Kaly Sène,Tactical,,Wouter Burger,3840933
FC Basel 1893,Home,13',Yellow Card,Darian Males,Foul,,,3840933
FC Basel 1893,Home,45',Yellow Card,Andi Zeqiri,Foul,,,3840933
Grasshopper Club Zurich,Away,52',Yellow Card,Amir Abrashi,Foul,,,3840933
FC Basel 1893,Home,57',Yellow Card,Kasim Adams,Mass confrontation,,,3840933
Grasshopper Club Zurich,Away,57',Yellow Card,Renat Dadashov,Mass confrontation,,,3840933
Grasshopper Club Zurich,Away,61',Yellow Card,Ayumu Seko,Foul,,,3840933
Grasshopper Club Zurich,Away,72',Yellow-Red Card,Ayumu Seko,Foul,,,3840933
Grasshopper Club Zurich,Away,83',Direct Red Card,Noah Loosli,Serious foul,,,3840933
BSC Young Boys,Home,2',Goal,Jean-Pierre Nsame,Right-footed shot,Cedric Itten,,3840934
BSC Young Boys,Home,41',Goal,Cedric Itten,Penalty,,,3840934
BSC Young Boys,Home,64',Goal,Jean-Pierre Nsame,Counter attack goal,Cedric Itten,,3840934
FC Lugano,Away,46',Substitution,Roman Macek,Tactical,,Maren Haile-Selassie,3840934
FC Lugano,Away,61',Substitution,Hicham Mahou,Tactical,,Renato Steffen,3840934
FC Lugano,Away,61',Substitution,Mohamed Amoura,Tactical,,Zan Celar,3840934
BSC Young Boys,Home,70',Substitution,Vincent Sierro,Tactical,,Cheikh Niasse,3840934
BSC Young Boys,Home,70',Substitution,Meschack Elia,Tactical,,Jean-Pierre Nsame,3840934
FC Lugano,Away,72',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Ousmane Doumbia,3840934
BSC Young Boys,Home,76',Substitution,Donat Rrudhani,Tactical,,Kastriot Imeri,3840934
FC Lugano,Away,81',Substitution,Uran Bislimi,Tactical,,Jonathan Sabbatini,3840934
BSC Young Boys,Home,89',Substitution,Lewin Blum,Injury,,Kevin Rüegg,3840934
BSC Young Boys,Home,8',Yellow Card,Cheikh Niasse,Foul,,,3840934
FC Lugano,Away,41',Yellow Card,Renato Steffen,Unsporting behaviour,,,3840934
BSC Young Boys,Home,74',Yellow Card,Mohamed Camara,Foul,,,3840934
BSC Young Boys,Home,80',Yellow Card,Fabian Rieder,Foul,,,3840934
FC Lugano,Away,90',Yellow Card,Hicham Mahou,Foul,,,3840934
FC Lugano,Away,90',Yellow Card,Allan Arigoni,Foul,,,3840934
FC St. Gallen 1879,Away,6',Goal,Jérémy Guillemenot,Right-footed shot,Isaac Schmidt,,3840935
FC Basel 1893,Home,15',Goal,Zeki Amdouni,Left-footed shot,Andi Zeqiri,,3840935
FC Basel 1893,Home,17',Goal,Lawrence Ati Zigi,Lawrence Ati Zigi,,,3840935
FC St. Gallen 1879,Away,71',Goal,Lukas Görtler,Penalty rebound,,,3840935
FC Basel 1893,Home,83',Goal,Bradley Fink,Header,Michael Lang,,3840935
FC St. Gallen 1879,Away,37',Substitution,Leonidas Stergiou,Tactical,,Grégory Karlen,3840935
FC St. Gallen 1879,Away,63',Substitution,Emmanuel Latte Lath,Tactical,,Jérémy Guillemenot,3840935
FC St. Gallen 1879,Away,63',Substitution,Ricardo Alves,Tactical,,Chadrac Akolo,3840935
FC Basel 1893,Home,68',Substitution,Jean-Kévin Augustin,Tactical,,Andi Zeqiri,3840935
FC St. Gallen 1879,Away,68',Substitution,Alessandro Kräuchi,Tactical,,Isaac Schmidt,3840935
FC St. Gallen 1879,Away,68',Substitution,Randy Schneider,Tactical,,Patrick Sutter,3840935
FC Basel 1893,Home,75',Substitution,Liam Millar,Tactical,,Darian Males,3840935
FC Basel 1893,Home,75',Substitution,Andy Diouf,Tactical,,Zeki Amdouni,3840935
FC Basel 1893,Home,83',Substitution,Bradley Fink,Tactical,,Wouter Burger,3840935
FC Basel 1893,Home,22',Yellow Card,Wouter Burger,Foul,,,3840935
FC St. Gallen 1879,Away,24',Yellow Card,Matej Maglica,Handball,,,3840935
FC St. Gallen 1879,Away,30',Yellow Card,Chadrac Akolo,Foul,,,3840935
FC St. Gallen 1879,Away,33',Yellow Card,Isaac Schmidt,Diving,,,3840935
FC St. Gallen 1879,Away,35',Yellow Card,Lawrence Ati Zigi,Dissent,,,3840935
FC St. Gallen 1879,Away,35',Direct Red Card,Basil Stillhart,Professional foul,,,3840935
FC St. Gallen 1879,Away,38',Yellow Card,Lukas Görtler,Dissent,,,3840935
FC Basel 1893,Home,79',Yellow Card,Arnau Comas,Foul,,,3840935
FC Basel 1893,Home,87',Yellow Card,Taulant Xhaka,Foul,,,3840935
FC Basel 1893,Home,90',Yellow Card,Jean-Kévin Augustin,Time wasting,,,3840935
FC Basel 1893,Home,90',Yellow Card,Michael Lang,Foul,,,3840935
FC Zürich,Away,14',Goal,Antonio Marchesano,Counter attack goal,Aiyegun Tosin,,3840936
Grasshopper Club Zurich,Home,49',Goal,Bendegúz Bolla,Right-footed shot,Giotto Morandi,,3840936
Grasshopper Club Zurich,Home,46',Substitution,Amir Abrashi,Tactical,,Lei Li,3840936
FC Zürich,Away,68',Substitution,Bogdan Viunnyk,Tactical,,Aiyegun Tosin,3840936
Grasshopper Club Zurich,Home,75',Substitution,Christian Herc,Tactical,,Hayao Kawabe,3840936
Grasshopper Club Zurich,Home,75',Substitution,Filipe de Carvalho,Tactical,,Petar Pusic,3840936
FC Zürich,Away,83',Substitution,Ivan Santini,Injury,,Bledian Krasniqi,3840936
Grasshopper Club Zurich,Home,84',Substitution,Guilherme Schettine,Tactical,,Renat Dadashov,3840936
Grasshopper Club Zurich,Home,89',Substitution,Meritan Shabani,Tactical,,Giotto Morandi,3840936
Grasshopper Club Zurich,Home,19',Yellow Card,Bendegúz Bolla,Foul,,,3840936
FC Zürich,Away,42',Yellow Card,Fidan Aliti,Dissent,,,3840936
Grasshopper Club Zurich,Home,42',Yellow Card,Lei Li,Foul,,,3840936
Grasshopper Club Zurich,Home,47',Yellow Card,Tomás Ribeiro,Foul,,,3840936
Grasshopper Club Zurich,Home,53',Yellow Card,Renat Dadashov,Foul,,,3840936
FC Zürich,Away,69',Yellow Card,Blerim Dzemaili,Foul,,,3840936
FC Zürich,Away,90',Yellow Card,Ivan Santini,Foul,,,3840936
FC Winterthur,Away,45',Goal,Roman Buess,Penalty,,,3840937
FC Sion,Home,45',Goal,Mario Balotelli,Penalty,,,3840937
FC Winterthur,Away,59',Goal,Samuel Ballet,Left-footed shot,Roman Buess,,3840937
FC Winterthur,Away,90',Goal,Florian Kamberi,Right-footed shot,Thibault Corbaz,,3840937
FC Sion,Home,46',Substitution,Gaëtan Karlen,Tactical,,Itaitinga,3840937
FC Sion,Home,46',Substitution,Wylan Cyprien,Tactical,,Ilyas Chouaref,3840937
FC Winterthur,Away,57',Substitution,Nishan Burkart,Tactical,,Neftali Manzambi,3840937
FC Winterthur,Away,69',Substitution,Florian Kamberi,Tactical,,Roman Buess,3840937
FC Sion,Home,70',Substitution,Kevin Bua,Tactical,,Mario Balotelli,3840937
FC Winterthur,Away,80',Substitution,Adrian Gantenbein,Injury,,Samuel Ballet,3840937
FC Winterthur,Away,33',Yellow Card,Samir Ramizi,Dissent,,,3840937
FC Sion,Home,44',Yellow Card,Denis Will Poha,Handball,,,3840937
FC Winterthur,Away,45',Yellow Card,Roy Gelmi,Handball,,,3840937
FC Sion,Home,50',Yellow Card,Baltazar,Foul,,,3840937
FC Winterthur,Away,75',Yellow Card,Samuel Ballet,Foul,,,3840937
FC Sion,Home,77',Yellow Card,Numa Lavanchy,Foul,,,3840937
FC Lugano,Home,35',Goal,Jonathan Sabbatini,Right-footed shot,Renato Steffen,,3840938
Servette FC,Away,46',Substitution,Dereck Kutesa,Tactical,,Théo Valls,3840938
Servette FC,Away,56',Substitution,Enzo Crivelli,Tactical,,Ronny Rodelin,3840938
FC Lugano,Home,63',Substitution,Roman Macek,Tactical,,Uran Bislimi,3840938
FC Lugano,Home,63',Substitution,Maren Haile-Selassie,Tactical,,Hicham Mahou,3840938
FC Lugano,Home,66',Substitution,Ignacio Aliseda,Injury,,Boris Babic,3840938
Servette FC,Away,67',Substitution,Moussa Diallo,Tactical,,Moritz Bauer,3840938
Servette FC,Away,67',Substitution,Boubacar Fofana,Injury,,Enzo Crivelli,3840938
FC Lugano,Home,80',Substitution,Mohamed Amoura,Tactical,,Renato Steffen,3840938
Servette FC,Away,82',Substitution,Boris Céspedes,Tactical,,Alexis Antunes,3840938
Servette FC,Away,23',Yellow Card,Théo Valls,Foul,,,3840938
FC Lugano,Home,46',Yellow Card,Fabio Daprelà,Foul,,,3840938
FC Lugano,Home,70',Yellow Card,Ousmane Doumbia,Foul,,,3840938
Servette FC,Away,76',Yellow Card,Nicolas Vouilloz,Foul,,,3840938
Servette FC,Away,86',Yellow Card,Moussa Diallo,Dissent,,,3840938
BSC Young Boys,Away,15',Goal,Meschack Elia,Right-footed shot,Lewin Blum,,3840939
FC Luzern,Home,18',Goal,Pascal Schürpf,Right-footed shot,Martin Frydek,,3840939
BSC Young Boys,Away,90',Goal,Jean-Pierre Nsame,Header,Loris Benito,,3840939
BSC Young Boys,Away,61',Substitution,Christian Fassnacht,Tactical,,Fabian Rieder,3840939
BSC Young Boys,Away,61',Substitution,Vincent Sierro,Tactical,,Kastriot Imeri,3840939
FC Luzern,Home,70',Substitution,Jakub Kadák,Tactical,,Sofyan Chader,3840939
FC Luzern,Home,70',Substitution,Thibault Klidjé,Tactical,,Max Meyer,3840939
BSC Young Boys,Away,74',Substitution,Jean-Pierre Nsame,Tactical,,Meschack Elia,3840939
BSC Young Boys,Away,74',Substitution,Joël Monteiro,Tactical,,Cedric Itten,3840939
FC Luzern,Home,78',Substitution,Ismajl Beka,Tactical,,Pascal Schürpf,3840939
BSC Young Boys,Away,86',Substitution,Donat Rrudhani,Tactical,,Filip Ugrinic,3840939
FC Luzern,Home,90',Substitution,Christian Gentner,Injury,,Nicky Beloko,3840939
FC Luzern,Home,6',Yellow Card,Max Meyer,Foul,,,3840939
FC Luzern,Home,9',Yellow Card,Nicky Beloko,Foul,,,3840939
BSC Young Boys,Away,13',Yellow Card,Fabian Rieder,Foul,,,3840939
FC Luzern,Home,36',Yellow Card,Mohamed Dräger,Foul,,,3840939
FC Luzern,Home,83',Yellow Card,Ismajl Beka,Foul,,,3840939
Grasshopper Club Zurich,Home,5',Goal,Tsiy Ndenge,Direct free kick,,,3840957
Grasshopper Club Zurich,Home,8',Goal,Guilherme Schettine,Left-footed shot,Dominik Schmid,,3840957
FC Sion,Away,34',Goal,Filip Stojilkovic,Left-footed shot,Itaitinga,,3840957
Grasshopper Club Zurich,Home,36',Goal,Bendegúz Bolla,Left-footed shot,Christian Herc,,3840957
Grasshopper Club Zurich,Home,69',Goal,Hayao Kawabe,Right-footed shot,Christian Herc,,3840957
FC Sion,Away,75',Goal,Luca Zuffi,Left-footed shot,Numa Lavanchy,,3840957
FC Sion,Away,82',Goal,Mario Balotelli,Left-footed shot,Musa Araz,,3840957
FC Sion,Away,84',Goal,Giovanni Sio,Left-footed shot,Anto Grgic,,3840957
FC Sion,Away,46',Substitution,Mario Balotelli,Tactical,,Itaitinga,3840957
FC Sion,Away,46',Substitution,Joël Schmied,Tactical,,Nathanaël Saintini,3840957
FC Sion,Away,59',Substitution,Luca Zuffi,Tactical,,Denis Will Poha,3840957
FC Sion,Away,59',Substitution,Giovanni Sio,Tactical,,Ilyas Chouaref,3840957
FC Sion,Away,59',Substitution,Dennis Iapichino,Tactical,,François Moubandje,3840957
Grasshopper Club Zurich,Home,63',Substitution,Giotto Morandi,Tactical,,Sang-bin Jeong,3840957
Grasshopper Club Zurich,Home,70',Substitution,Filipe de Carvalho,Tactical,,Amir Abrashi,3840957
Grasshopper Club Zurich,Home,85',Substitution,Shkelqim Demhasaj,Tactical,,Hayao Kawabe,3840957
Grasshopper Club Zurich,Home,85',Substitution,Meritan Shabani,Tactical,,Guilherme Schettine,3840957
Grasshopper Club Zurich,Home,85',Substitution,Petar Pusic,Tactical,,Christian Herc,3840957
FC Sion,Away,4',Yellow Card,Nathanaël Saintini,Foul,,,3840957
FC Sion,Away,52',Yellow Card,Numa Lavanchy,Foul,,,3840957
FC Sion,Away,86',Yellow Card,Filip Stojilkovic,Foul,,,3840957
FC Lugano,Home,33',Goal,Hicham Mahou,Left-footed shot,Ousmane Doumbia,,3840958
FC Lugano,Home,28',Substitution,Albian Hajdari,Injury,,Fabio Daprelà,3840958
FC Basel 1893,Away,64',Substitution,Andy Pelmard,Tactical,,Michael Lang,3840958
FC Basel 1893,Away,64',Substitution,Darian Males,Tactical,,Andi Zeqiri,3840958
FC Basel 1893,Away,64',Substitution,Bradley Fink,Tactical,,Kaly Sène,3840958
FC Lugano,Home,64',Substitution,Mattia Bottani,Tactical,,Hicham Mahou,3840958
FC Lugano,Home,64',Substitution,Mohamed Amoura,Tactical,,Boris Babic,3840958
FC Basel 1893,Away,73',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840958
FC Lugano,Home,77',Substitution,Roman Macek,Tactical,,Uran Bislimi,3840958
FC Lugano,Home,77',Substitution,Maren Haile-Selassie,Tactical,,Renato Steffen,3840958
FC Basel 1893,Away,89',Substitution,Sayfallah Ltaief,Tactical,,Dan Ndoye,3840958
FC Lugano,Home,24',Yellow Card,Jonathan Sabbatini,Foul,,,3840958
FC Basel 1893,Away,61',Yellow Card,Michael Lang,Foul,,,3840958
FC Basel 1893,Away,62',Yellow Card,Zeki Amdouni,Foul,,,3840958
FC Lugano,Home,84',Yellow Card,Milton Valenzuela,Time wasting,,,3840958
Servette FC,Home,30',Goal,Dereck Kutesa,Right-footed shot,Jérémy Frick,,3840959
FC Luzern,Away,60',Goal,Max Meyer,Right-footed shot,Pius Dorn,,3840959
Servette FC,Home,16',Substitution,Steve Rouiller,Injury,,Yoan Severin,3840959
Servette FC,Home,63',Substitution,Patrick Pflücke,Tactical,,Dereck Kutesa,3840959
Servette FC,Home,63',Substitution,Boris Céspedes,Tactical,,David Douline,3840959
FC Luzern,Away,70',Substitution,Joaquín Ardaiz,Tactical,,Dejan Sorgic,3840959
FC Luzern,Away,70',Substitution,Jakub Kadák,Tactical,,Nicky Beloko,3840959
FC Luzern,Away,70',Substitution,Sofyan Chader,Tactical,,Pascal Schürpf,3840959
Servette FC,Home,79',Substitution,Théo Valls,Tactical,,Alexis Antunes,3840959
Servette FC,Home,79',Substitution,Boubacar Fofana,Tactical,,Ronny Rodelin,3840959
FC Luzern,Away,82',Substitution,Samuele Campo,Tactical,,Asumah Abubakar,3840959
FC Luzern,Away,88',Substitution,Christian Gentner,Tactical,,Max Meyer,3840959
FC Luzern,Away,22',Yellow Card,Martin Frydek,Foul,,,3840959
Servette FC,Home,28',Yellow Card,David Douline,Foul,,,3840959
FC Luzern,Away,58',Yellow Card,Nicky Beloko,Foul,,,3840959
Servette FC,Home,62',Yellow Card,Timothé Cognat,Foul,,,3840959
BSC Young Boys,Home,13',Goal,Jean-Pierre Nsame,Left-footed shot,Christian Fassnacht,,3840960
FC St. Gallen 1879,Away,38',Goal,Chadrac Akolo,Right-footed shot,,,3840960
BSC Young Boys,Home,87',Goal,Leonidas Stergiou,Leonidas Stergiou,,,3840960
BSC Young Boys,Home,64',Substitution,Vincent Sierro,Tactical,,Christian Fassnacht,3840960
BSC Young Boys,Home,64',Substitution,Meschack Elia,Tactical,,Jean-Pierre Nsame,3840960
BSC Young Boys,Home,64',Substitution,Kastriot Imeri,Tactical,,Fabian Rieder,3840960
FC St. Gallen 1879,Away,65',Substitution,Emmanuel Latte Lath,Tactical,,Jérémy Guillemenot,3840960
FC St. Gallen 1879,Away,65',Substitution,Randy Schneider,Tactical,,Grégory Karlen,3840960
FC St. Gallen 1879,Away,75',Substitution,Fabrizio Cavegn,Injury,,Chadrac Akolo,3840960
FC St. Gallen 1879,Away,88',Substitution,Ricardo Alves,Tactical,,Isaac Schmidt,3840960
FC St. Gallen 1879,Away,21',Yellow Card,Lukas Görtler,Foul,,,3840960
BSC Young Boys,Home,81',Yellow Card,Filip Ugrinic,Dissent,,,3840960
FC Zürich,Home,46',Substitution,Jonathan Okita,Tactical,,Ole Selnæs,3840961
FC Winterthur,Away,57',Substitution,Florian Kamberi,Tactical,,Matteo Di Giusto,3840961
FC Winterthur,Away,57',Substitution,Adrian Gantenbein,Injury,,Nishan Burkart,3840961
FC Zürich,Home,66',Substitution,Blerim Dzemaili,Tactical,,Bledian Krasniqi,3840961
FC Zürich,Home,66',Substitution,Ivan Santini,Tactical,,Aiyegun Tosin,3840961
FC Winterthur,Away,72',Substitution,Tobias Schättin,Tactical,,Neftali Manzambi,3840961
FC Winterthur,Away,72',Substitution,Eris Abedini,Tactical,,Remo Arnold,3840961
FC Zürich,Home,76',Substitution,Fabian Rohner,Tactical,,Nikola Boranijasevic,3840961
FC Winterthur,Away,78',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840961
FC Zürich,Home,90',Substitution,Mirlind Kryeziu,Tactical,,Antonio Marchesano,3840961
FC Winterthur,Away,33',Yellow Card,Remo Arnold,Foul,,,3840961
FC Zürich,Home,42',Yellow Card,Nikola Boranijasevic,Foul,,,3840961
FC Winterthur,Away,62',Yellow Card,Timothy Fayulu,Time wasting,,,3840961
FC Winterthur,Away,84',Yellow Card,Roman Buess,Foul,,,3840961
FC Winterthur,Away,90',Yellow Card,Michael Gonçalves,Time wasting,,,3840961
FC Basel 1893,Away,46',Substitution,Dan Ndoye,Tactical,,Wouter Burger,3840963
FC Basel 1893,Away,46',Substitution,Noah Katterbach,Tactical,,Riccardo Calafiori,3840963
FC Basel 1893,Away,61',Substitution,Zeki Amdouni,Tactical,,Taulant Xhaka,3840963
FC Basel 1893,Away,61',Substitution,Anton Kade,Tactical,,Andi Zeqiri,3840963
Servette FC,Home,67',Substitution,Patrick Pflücke,Tactical,,Boubacar Fofana,3840963
FC Basel 1893,Away,74',Substitution,Bradley Fink,Tactical,,Jean-Kévin Augustin,3840963
Servette FC,Home,78',Substitution,Théo Valls,Tactical,,Alexis Antunes,3840963
Servette FC,Home,78',Substitution,Alexandre Patrício,Tactical,,Dereck Kutesa,3840963
Servette FC,Home,86',Substitution,Boris Céspedes,Tactical,,David Douline,3840963
Servette FC,Home,86',Substitution,Samba Diba,Tactical,,Timothé Cognat,3840963
FC Basel 1893,Away,9',Yellow Card,Jean-Kévin Augustin,Foul,,,3840963
FC Basel 1893,Away,9',Yellow Card,Riccardo Calafiori,Foul,,,3840963
FC Basel 1893,Away,19',Yellow Card,Arnau Comas,Foul,,,3840963
Servette FC,Home,80',Yellow Card,David Douline,Foul,,,3840963
FC Sion,Home,33',Goal,Mario Balotelli,Right-footed shot,Luca Zuffi,,3840964
FC Sion,Home,83',Goal,Musa Araz,Header,Kevin Halabaku,,3840964
FC Luzern,Away,42',Substitution,Dejan Sorgic,Injury,,Jakub Kadák,3840964
FC Sion,Home,57',Substitution,Denis Will Poha,Injury,,François Moubandje,3840964
FC Luzern,Away,66',Substitution,Pascal Schürpf,Tactical,,Pius Dorn,3840964
FC Luzern,Away,66',Substitution,Joaquín Ardaiz,Tactical,,Asumah Abubakar,3840964
FC Sion,Home,74',Substitution,Kevin Halabaku,Tactical,,Mario Balotelli,3840964
FC Sion,Home,74',Substitution,Itaitinga,Tactical,,Giovanni Sio,3840964
FC Sion,Home,74',Substitution,Ilyas Chouaref,Tactical,,Filip Stojilkovic,3840964
FC Luzern,Away,81',Substitution,Samuele Campo,Tactical,,Nicky Beloko,3840964
FC Luzern,Away,81',Substitution,Thibault Klidjé,Tactical,,Sofyan Chader,3840964
FC Sion,Home,90',Substitution,Dennis Iapichino,Delay,,Luca Zuffi,3840964
FC Sion,Home,64',Yellow Card,Mario Balotelli,Dissent,,,3840964
FC Luzern,Away,68',Yellow Card,Nicky Beloko,Foul,,,3840964
FC Luzern,Away,79',Yellow Card,Denis Simani,Foul,,,3840964
FC St. Gallen 1879,Home,9',Goal,Chadrac Akolo,Right-footed shot,Daouda Guindo,,3840965
FC Lugano,Away,83',Goal,Zan Celar,Right-footed shot,Maren Haile-Selassie,,3840965
FC St. Gallen 1879,Home,46',Substitution,Emmanuel Latte Lath,Tactical,,Jérémy Guillemenot,3840965
FC St. Gallen 1879,Home,46',Substitution,Randy Schneider,Tactical,,Grégory Karlen,3840965
FC Lugano,Away,58',Substitution,Mattia Bottani,Tactical,,Uran Bislimi,3840965
FC Lugano,Away,58',Substitution,Zan Celar,Tactical,,Boris Babic,3840965
FC St. Gallen 1879,Home,68',Substitution,Julian Von Moos,Tactical,,Chadrac Akolo,3840965
FC Lugano,Away,69',Substitution,Maren Haile-Selassie,Tactical,,Hicham Mahou,3840965
FC Lugano,Away,69',Substitution,Mohamed Amoura,Tactical,,Renato Steffen,3840965
FC Lugano,Away,79',Substitution,Roman Macek,Tactical,,Allan Arigoni,3840965
FC St. Gallen 1879,Home,86',Substitution,Leonidas Stergiou,Tactical,,Patrick Sutter,3840965
FC St. Gallen 1879,Home,86',Substitution,Christian Witzig,Tactical,,Isaac Schmidt,3840965
FC St. Gallen 1879,Home,5',Yellow Card,Lukas Görtler,Foul,,,3840965
FC St. Gallen 1879,Home,10',Yellow Card,Albert Vallci,Handball,,,3840965
FC St. Gallen 1879,Home,36',Yellow Card,Isaac Schmidt,Foul,,,3840965
FC Lugano,Away,45',Yellow Card,Allan Arigoni,Foul,,,3840965
FC Lugano,Away,60',Yellow Card,Amir Saipi,Foul,,,3840965
FC Lugano,Away,90',Yellow Card,Maren Haile-Selassie,Time wasting,,,3840965
FC Winterthur,Home,51',Goal,Samir Ramizi,Right-footed shot,Souleymane Diaby,,3840966
FC Winterthur,Home,46',Substitution,Nishan Burkart,Tactical,,Neftali Manzambi,3840966
Grasshopper Club Zurich,Away,46',Substitution,Renat Dadashov,Tactical,,Guilherme Schettine,3840966
Grasshopper Club Zurich,Away,46',Substitution,Giotto Morandi,Tactical,,Sang-bin Jeong,3840966
Grasshopper Club Zurich,Away,56',Substitution,Petar Pusic,Tactical,,Amir Abrashi,3840966
FC Winterthur,Home,62',Substitution,Florian Kamberi,Tactical,,Matteo Di Giusto,3840966
Grasshopper Club Zurich,Away,62',Substitution,Francis Momoh,Tactical,,Christian Herc,3840966
FC Winterthur,Home,69',Substitution,Hekuran Kryeziu,Tactical,,Thibault Corbaz,3840966
Grasshopper Club Zurich,Away,79',Substitution,Noah Loosli,Tactical,,Georg Margreitter,3840966
FC Winterthur,Home,81',Substitution,Adrian Gantenbein,Tactical,,Roman Buess,3840966
FC Winterthur,Home,81',Substitution,Eris Abedini,Tactical,,Remo Arnold,3840966
Grasshopper Club Zurich,Away,9',Yellow Card,Amir Abrashi,Foul,,,3840966
Grasshopper Club Zurich,Away,37',Yellow Card,Guilherme Schettine,Foul,,,3840966
Grasshopper Club Zurich,Away,43',Yellow Card,Sang-bin Jeong,Foul,,,3840966
FC Winterthur,Home,70',Yellow Card,Michael Gonçalves,Foul,,,3840966
FC Winterthur,Home,74',Yellow Card,Samir Ramizi,Dissent,,,3840966
Grasshopper Club Zurich,Away,83',Yellow Card,Petar Pusic,Foul,,,3840966
FC Winterthur,Home,84',Yellow Card,Roy Gelmi,Dissent,,,3840966
FC Winterthur,Home,86',Yellow Card,Timothy Fayulu,Time wasting,,,3840966
FC Winterthur,Home,87',Yellow Card,Adrian Gantenbein,Foul,,,3840966
FC Winterthur,Home,90',Direct Red Card,Samir Ramizi,Abuse,,,3840966
FC Zürich,Home,15',Substitution,Lindrit Kamberi,Injury,,Mirlind Kryeziu,3840967
BSC Young Boys,Away,57',Substitution,Cedric Itten,Tactical,,Meschack Elia,3840967
BSC Young Boys,Away,57',Substitution,Vincent Sierro,Tactical,,Cheikh Niasse,3840967
BSC Young Boys,Away,57',Substitution,Joël Monteiro,Tactical,,Jean-Pierre Nsame,3840967
FC Zürich,Home,59',Substitution,Aiyegun Tosin,Tactical,,Ivan Santini,3840967
FC Zürich,Home,59',Substitution,Cheick Condé,Tactical,,Marc Hornschuh,3840967
BSC Young Boys,Away,76',Substitution,Donat Rrudhani,Tactical,,Christian Fassnacht,3840967
FC Zürich,Home,85',Substitution,Donis Avdijaj,Tactical,,Bledian Krasniqi,3840967
BSC Young Boys,Away,86',Substitution,Lewin Blum,Tactical,,Kevin Rüegg,3840967
BSC Young Boys,Away,21',Yellow Card,Cheikh Niasse,Foul,,,3840967
FC Zürich,Home,35',Yellow Card,Ivan Santini,Foul,,,3840967
BSC Young Boys,Away,63',Yellow Card,Christian Fassnacht,Foul,,,3840967
FC Zürich,Away,21',Substitution,Cheick Condé,Tactical,,Marc Hornschuh,3840968
FC Basel 1893,Home,46',Substitution,Andy Diouf,Tactical,,Bradley Fink,3840968
FC Basel 1893,Home,62',Substitution,Michael Lang,Tactical,,Andy Pelmard,3840968
FC Basel 1893,Home,62',Substitution,Fabian Frei,Tactical,,Taulant Xhaka,3840968
FC Basel 1893,Home,62',Substitution,Sayfallah Ltaief,Tactical,,Dan Ndoye,3840968
FC Zürich,Away,64',Substitution,Fabian Rohner,Tactical,,Bledian Krasniqi,3840968
FC Zürich,Away,74',Substitution,Aiyegun Tosin,Tactical,,Antonio Marchesano,3840968
FC Zürich,Away,74',Substitution,Becir Omeragic,Tactical,,Ole Selnæs,3840968
FC Basel 1893,Home,75',Substitution,Andi Zeqiri,Tactical,,Zeki Amdouni,3840968
FC Zürich,Away,13',Direct Red Card,Ivan Santini,Serious foul,,,3840968
FC Zürich,Away,45',Yellow Card,Nikola Boranijasevic,Dissent,,,3840968
FC Basel 1893,Home,57',Yellow Card,Dan Ndoye,Foul,,,3840968
FC Zürich,Away,67',Yellow Card,Lindrit Kamberi,Foul,,,3840968
FC Zürich,Away,83',Yellow Card,Cheick Condé,Foul,,,3840968
FC Basel 1893,Home,90',Yellow Card,Andi Zeqiri,Foul,,,3840968
FC Zürich,Away,90',Yellow Card,Nikola Katic,Time wasting,,,3840968
Servette FC,Away,56',Goal,Boubacar Fofana,Right-footed shot,,,3840969
Servette FC,Away,60',Goal,Boubacar Fofana,Penalty,,,3840969
Grasshopper Club Zurich,Home,67',Goal,Hayao Kawabe,Right-footed shot,Francis Momoh,,3840969
Grasshopper Club Zurich,Home,72',Goal,Hayao Kawabe,Right-footed shot,Bendegúz Bolla,,3840969
Servette FC,Away,77',Goal,Patrick Pflücke,Left-footed shot,Dereck Kutesa,,3840969
Servette FC,Away,33',Substitution,Patrick Pflücke,Injury,,Alexis Antunes,3840969
Grasshopper Club Zurich,Home,62',Substitution,Guilherme Schettine,Tactical,,Renat Dadashov,3840969
Grasshopper Club Zurich,Home,62',Substitution,Petar Pusic,Tactical,,Dominik Schmid,3840969
Grasshopper Club Zurich,Home,62',Substitution,Francis Momoh,Tactical,,Giotto Morandi,3840969
